Id,Portfolio Dept?,Title,Portfolio,Classification,Type of Body,GFS Sector Classification,Materiality,Description,Established By / Under,Established by/Under More Info,Creation Date,GFS Function / Sector Reported,PS Act Body,Average Staffing Level (ASL),Max Number of Board / Committee Members,Paid Members?,Board / Committee Appointed by,Board / Committee Appointed More Info,Annual Report Prepared and Tabled?,Auditor,Auditor Other,ABN,Parent Organisation,Parent Board / Non-Board Title,Total Appropriations ($000),Total Departmental Expenses ($000),Head Office Street Address,Head Office Suburb,Head Office State,Head Office Postcode,Head Office Country,Website Address,Strategic/Corporate/Organisational Plan,Annual Reports,Budget Documentation
B-002133,,Aboriginal and Torres Strait Islander Education Advisory Group,Education,B. Secondary,G. Ministerial Councils and Related Bodies including those Established by the COAG,,,"The Aboriginal and Torres Strait Islander Education Advisory Group (ATSIEAG) was formed in 2014 and tasked with providing support and strategic policy advice on Aboriginal and Torres Strait Islander Education to the Education Council's three Standing Working Groups: the Schools Policy Group (SPG), Early Childhood Policy Group (ECPG) and Data Strategy Group (DSG). Membership of the group consists of senior officials with responsibility for Aboriginal and Torres Strait Islander education and/or early childhood policy from each jurisdiction; a senior official of the National Catholic Education Commission; a senior official of the Independent Schools Council of Australia; and two senior representatives of Indigenous Education Consultative Bodies.",COAG,,1/11/2013,,,,,,,,No,,,,Department of Education,,,,Chair responsibilities rotate through states and territories every 2 years,,,,Australia,N/A,National Aboriginal and Torres Strait Islander Education Strategy,N/A,
B-002307,,Council for International Education,Education,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,The Council for International Education was established in 2016 to set the direction for Australia's role in international education and training.,Prime Minister,,18/10/2016,,,,18,No,Prime Minister,,,,,,Department of Education,,,,50 Marcus Clarke Street,Canberra,ACT,2600,Australia,https://www.education.gov.au/council-international-education,,,
B-002308,,Higher Education Standards Panel,Education,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Higher Education Standards Panel (the Panel) is an expert Advisory Body established under the Tertiary Education Quality and Standards Agency Act 2011 (TEQSA Act 2011). The Panel was established to provide independent advice to the Commonwealth Minister(s) responsible for tertiary education and research. The Panel's work is independent of the quality assurance agency, the Tertiary Education Quality and Standards Agency (TEQSA). The primary functions of the Panel are to advise and make recommendations to the Minister ? either at the Minister?s request or the Panel?s own initiative on making, varying the Higher Education Standards Framework (the Standards); and other matters relating to the Standards. The Panel is responsible for advice on how to maintain the quality and standards of Australia?s higher education system. The Panel can also advise and make recommendations to the Tertiary Education Quality and Standards Agency (TEQSA) on matters relating to the Standards ? either at TEQSA?s request or the Panel?s own initiative. The Panel must consult interested parties in carrying out its work. If needed, the Panel can establish advisory committees to assist it in performing any of its functions.",Act / Regulation,Tertiary Education Quality and Standards Agency Act 2011,2/07/2011,,,,11,Yes,Ministerial,,No,,,,Department of Education,,,,50 Marcus Clarke St,Canberra,ACT,,Australia,https://www.education.gov.au/higher-education-standards-panel-hesp,,,
B-002311,,Tuition Protection Service Advisory Board,Education,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The main function of the Tuition Protection Service (TPS) Advisory Board is to provide advice and make recommendations to the TPS Director on the annual settings of the TPS domestic and international levies. The Board consists of a number of Ministerially- appointed non-government representatives appointed for their skills and experience, and six government representatives.",Act / Regulation,Education Services for Overseas Students Act 2000,11/10/2012,,,,12,Yes,Ministerial,,Yes,,,,Department of Education,,,,50 Marcus Clarke St,Canberra,ACT,2601,Australia,https://www.education.gov.au/tps,,,
B-002312,,Tuition Protection Service Director,Education,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The functions of the Tuition Protection Service (TPS) Director include: - providing assistance to eligible domestic and international students affected by providers unexpectedly closing or discontinuing courses, by placing the affected students with an alternative provider and/or in an alternative course, or by paying the students a refund; - managing the three tuition protection funds; and - reporting to the Minister on the operations of the TPS and the financial status of the funds. The TPS Director is also the Higher Education Tuition Protection Director under the Higher Education Support Act 2003 and the VET Student Loans Tuition Protection Director under the VET Student Loans Act 2016.",Act / Regulation,Education Services for Overseas Students Act 2000,1/07/2012,,,,1,Yes,,,Yes,,,,Department of Education,,,,50 Marcus Clarke St,Canberra,ACT,2601,Australia,https://www.education.gov.au/tps,,https://www.education.gov.au/about-department/resources/2021-22-dese-annual-report,
B-004204,,Australian Education Research Organisation Limited (AERO),Education,B. Secondary,H. Inter Jurisdictional and International Bodies,,,"AERO?s purpose is to position Australia?s educators at the forefront of education research to improve learning outcomes for all children and young people. AERO is jointly-owned and funded by the Australian Government and all the States and Territories. Established under: Corporations Act 2001 ? Australian public company, limited by guarantee Board appointed: Education Ministers Meeting",Corporations Act 2001 / Company / Trust Deed / Partnership,,16/04/2021,,,,,,,,No,,,83 644 853 369,Department of Education,,,,,,,,,https://www.edresearch.edu.au/,https://www.edresearch.edu.au/,,
B-002306,,The Sanctuary - Wattle Grove - Interest in Joint Venture Development,Defence,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,"The purpose of the Sanctuary Development near Moorebank in Sydney was to develop housing sites for the Department of Defence and private sector housing. The mixed development provided approximately 2,000 lots of which one third are used to house ADF members and their families.",Corporations Act 2001 / Company / Trust Deed / Partnership,,1/11/1989,,,,0,,,,"No, but noted in parent's annual report",,,,Defence Housing Australia,,,,,,,,,,,,
B-002297,,DHA Advisory Committee,Defence,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The DHA Advisory Committee's function is, either on its own initiative or at the request of DHA, to give advice and information to DHA about the performance of DHA's functions.",Act / Regulation,"Defence Housing Australia Act 1987, section 27",26/02/2007,,,,6,Yes,Other,Defence Housing Australia and Defence Chiefs,No,,,,Defence Housing Australia,,,,,,,,,,,,
B-002301,,Crace Developments - Investments in Associates,Defence,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,"Crace Joint Venture - DHA is a member of a consortium that will develop the suburb of Crace in Canberra as part of a Joint Venture with the ACT Government's Land Development Agency. A total of 1,430 residential blocks will be released for sale as a result of the development with DHA positioned to take up to 300 for Defence housing.",Corporations Act 2001 / Company / Trust Deed / Partnership,,30/06/2008,,,,0,,,,"No, but noted in parent's annual report",,,,Defence Housing Australia,,,,,,,,,,,,
B-002303,,DHA Investment Management Ltd,Defence,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,DHA Investment Management Limited (DHA IML) was a wholly owned subsidiary of DHA. It was voluntarily deregistered with ASIC in November 2018.,Corporations Act 2001 / Company / Trust Deed / Partnership,,14/12/2012,,,,3,Yes,Board / Committee / Chairperson / Council,,"Yes, but not tabled",ANAO,,16 161 662 255,Defence Housing Australia,,,,26 Brisbane Ave,Barton,ACT,2600,Australia,,,,
B-002304,,Lyons Joint Venture,Defence,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,"The Lyons development - a joint venture between DHA and the Canberra Investment Corporation will provide 700 dwelling sites. Of these, at least 300 blocks, positioned throughout the development, will be available for ADF members and their families. - will provide 700 dwelling sites. Of these, at least 300 blocks, positioned throughout the development, will be available for ADF members and their families.",Corporations Act 2001 / Company / Trust Deed / Partnership,,18/03/2005,,,,0,,,,"No, but noted in parent's annual report",,,,Defence Housing Australia,,,,,,,,,,,,
B-003830,,Submarine Advisory Committee,Defence,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The Submarine Advisory Committee (SAC) provides independent critical peer review of the current and projected submarine capability to validate existing plans and actions to Defence, and this advice enables early identification of areas of weakness. The Committees review of submarine matters will ensure that plans and decisions in this area are critically reviewed by personnel with submarine experience. The Committee is empowered to review within their agreed Terms of Reference, the totality of the submarine capability, including acquisition, capability, workforce (Navy, APS, and industry), and classified submarine operations. The SAC Members are appointed jointly by the Ministers for Defence and Defence Industry, and report to the Secretary of Defence and Chief of Defence Force.",Minister,,4/12/2017,,,,4,Yes,Ministerial,,No,,,,Department of Defence,,,,,,,,,,,,
